Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
447,90003.13,0,21439.74,0,99957.91,0
448,99957.91,0,22195.99,0,99957.91,0
449,90003.13,0,26627.3,0,99957.91,0
450,90003.13,0,30670.69,0,99957.91,0
451,90003.13,0,27432.47,0,99957.91,0
452,99957.91,0,29238.13,0,99957.91,0
453,90003.13,0,24034.65,0,99957.91,0
454,90003.13,0,25113.41,0,99957.91,0
455,91587.99,0,24611.98,0,99957.91,0
456,99957.91,0,18486.13,0,99957.91,0
457,90003.13,0,15054.11,0,99957.91,0
458,90003.13,0,13980.36,0,99957.91,0
459,90003.13,0,17519.94,0,99957.91,0
460,99957.91,0,21681.88,0,99957.91,0
461,99957.91,0,21723.54,0,99957.91,0
462,90003.13,0,19057.67,0,99957.91,0
463,90003.13,0,26273.59,0,99957.91,0
464,99957.91,0,22661.6,0,99957.91,0
465,99957.91,0,28018.32,0,99957.91,0
466,90003.13,0,29112.74,0,99957.91,0
467,98756.43,0,33430.89,0,99957.91,0
468,99957.91,0,26726.55,0,99957.91,0
469,90003.13,0,22072.55,0,99957.91,0
470,90003.13,0,20969.31,0,99957.91,0
471,90003.13,0,19363.6,0,99957.91,0
472,99957.91,0,20300.05,0,99957.91,0
473,90003.13,0,19324.39,0,99957.91,0
474,90003.13,0,14319.85,0,99957.91,0
475,90003.13,0,25214.67,0,99957.91,0
476,99957.91,0,20939.82,0,99957.91,0
477,90003.13,0,19985.66,0,99957.91,0
478,90003.13,0,19808.66,0,99957.91,0
479,90003.13,0,23642.57,0,99957.91,0
480,99957.91,0,26921.83,0,99957.91,0
481,99957.91,0,23325.61,0,99957.91,0
482,90003.13,0,18791.85,0,99957.91,0
483,90003.13,0,25637.72,0,99957.91,0
484,99957.91,0,23170.39,0,99957.91,0
485,99957.91,0,19588.58,0,99957.91,0
486,90003.13,0,12013.21,0,99957.91,0
487,90003.13,0,13960.75,0,99957.91,0
488,88603,0,13313.03,0,99957.91,0
489,90003.13,0,14599.72,0,99957.91,0
490,90003.13,0,18520.44,0,99957.91,0
491,90003.13,0,18983.27,0,99957.91,0
492,99957.91,0,26010.68,0,99957.91,0
493,90003.13,0,23334.92,0,99957.91,0
494,90003.13,0,21893.59,0,99957.91,0
495,90003.13,0,21865.94,0,99957.91,0
496,99957.91,0,26864.48,0,99957.91,0
497,90003.13,0,29343.04,0,99957.91,0
498,90003.13,0,28926.85,0,99957.91,0
499,90003.13,0,30165.85,0,99957.91,0
500,90003.13,0,30165.85,0,99957.91,0

